,Entity,Year,Coal per capita (kWh),Fossil Fuels per capita (kWh),Energy per capita (kWh),Low-carbon energy per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh),Oil per capita (kWh),Renewables per capita (kWh),Wind per capita (kWh),Solar per capita (kWh),Hydro per capita (kWh)
326,Netherlands Antilles,2006,,,196462.437,,,,,,,,
327,Netherlands Antilles,2007,,,205640.541,,,,,,,,
328,Netherlands Antilles,2008,,,203176.373,,,,,,,,
329,Netherlands Antilles,2009,,,193306.287,,,,,,,,
330,Netherlands Antilles,2010,,,165102.957,,,,,,,,
331,Netherlands Antilles,2011,,,185395.481,,,,,,,,
332,Netherlands Antilles,2012,,,172747.774,,,,,,,,
333,Netherlands Antilles,2013,,,172400.041,,,,,,,,
334,Netherlands Antilles,2014,,,173279.186,,,,,,,,
335,Netherlands Antilles,2015,,,176748.421,,,,,,,,
336,Netherlands Antilles,2016,,,177599.894,,,,,,,,
337,Netherlands Antilles,2017,,,178332.389,,,,,,,,
338,Reunion,1980,,,6703.982,,,,,,,,
339,Reunion,1981,,,6998.94,,,,,,,,
340,Reunion,1982,,,7614.011,,,,,,,,
341,Reunion,1983,,,8269.183,,,,,,,,
342,Reunion,1984,,,8605.547,,,,,,,,
343,Reunion,1985,,,8756.675,,,,,,,,
344,Reunion,1986,,,8477.362,,,,,,,,
345,Reunion,1987,,,9217.515,,,,,,,,
346,Reunion,1988,,,9725.2,,,,,,,,
347,Reunion,1989,,,10583.415,,,,,,,,
348,Reunion,1990,,,11009.486,,,,,,,,
349,Reunion,1991,,,11820.389,,,,,,,,
350,Reunion,1992,,,12039.09,,,,,,,,
351,Reunion,1993,,,14372.057,,,,,,,,
352,Reunion,1994,,,14548.246,,,,,,,,
353,Reunion,1995,,,14109.078,,,,,,,,
354,Reunion,1996,,,13894.667,,,,,,,,
355,Reunion,1997,,,13748.414,,,,,,,,
356,Reunion,1998,,,16765.874,,,,,,,,
357,Reunion,1999,,,16491.709,,,,,,,,
358,Reunion,2000,,,15436.13,,,,,,,,
359,Reunion,2001,,,15252.761,,,,,,,,
360,Reunion,2002,,,15273.595,,,,,,,,
361,Reunion,2003,,,15203.743,,,,,,,,
362,Reunion,2004,,,16664.877,,,,,,,,
363,Reunion,2005,,,15648.566,,,,,,,,
364,Reunion,2006,,,14612.432,,,,,,,,
365,Reunion,2007,,,14089.432,,,,,,,,
366,Reunion,2008,,,15281.478,,,,,,,,
367,Reunion,2009,,,15470.214,,,,,,,,
368,Reunion,2010,,,16698.942,,,,,,,,
369,Reunion,2011,,,15943.785,,,,,,,,
370,Reunion,2012,,,15201.324,,,,,,,,
371,Reunion,2013,,,14940.823,,,,,,,,
372,Reunion,2014,,,15034.619,,,,,,,,
373,Reunion,2015,,,15922.006,,,,,,,,
374,Reunion,2016,,,16072.855,,,,,,,,
375,Reunion,2017,,,15916.645,,,,,,,,
376,Reunion,2018,,,15795.834,,,,,,,,
377,Reunion,2019,,,15930.887,,,,,,,,
