,Entity,Continent,Year,GDP per capita ($),Child mortality rate (under 5 years - %),Population,HDI,Life expectancy (years),Tertiary education (%),Internet users (%),Tax revenue of total GDP (%),y
0,Algeria,Africa,2011,13204.0,2.67e-09,36661438.0,0.736,75.199,31.2025909423828,14.9,14.171034,0.0022103175571128297
1,Algeria,Africa,2012,13379.0,2.62e-09,37383899.0,0.74,75.436,32.231330871582,18.2,14.171034,0.0021094979920625195
2,Algeria,Africa,2013,13494.0,2.5799999999999998e-09,38140135.0,0.745,75.661,33.9657592773438,22.5,14.171034,0.0006083746445643058
3,Algeria,Africa,2014,13744.0,2.55e-09,38923688.0,0.747,75.878,34.5938110351563,29.5,14.171034,0.0011038884165366432
4,Algeria,Africa,2015,14004.0,2.52e-09,39728020.0,0.749,76.09,36.922279357910206,38.2,14.171034,0.0009094927339019593
5,Algeria,Africa,2016,14331.0,2.48e-09,40551398.0,0.753,76.298,36.922279357910206,42.94552688,14.171034,0.0013698079987979343
6,Algeria,Africa,2017,14267.23046875,2.4299999999999997e-09,41389174.0,0.754,76.499,36.922279357910206,47.69105515,14.107712,0.002320828434816793
7,Algeria,Africa,2018,14228.025390625,2.38e-09,42228415.0,0.754,76.693,36.922279357910206,49.03846808,14.107712,0.0027037201023870773
8,Algeria,Africa,2019,14228.025390625,2.33e-09,43053054.0,0.754,76.88,36.922279357910206,49.03846808,14.107712,0.002767773697695865
9,Argentina,South America,1985,10895.0,3.0599999999999998e-09,30216284.0,0.694,70.65,35.64609909057621,0.0,12.002,0.15425809893448644
10,Argentina,South America,1986,11515.0,2.96e-09,30698964.0,0.696,70.825,37.512168884277294,0.0,11.334333,0.14768353821293012
11,Argentina,South America,1987,11633.0,2.9099999999999997e-09,31184411.0,0.698,71.001,39.2706298828125,0.0,12.10232,0.14969496381262407
12,Argentina,South America,1988,11244.0,2.89e-09,31668939.0,0.7,71.186,39.00897216796875,0.0,10.637592,0.10839146279822374
13,Argentina,South America,1989,10393.0,2.89e-09,32148137.0,0.702,71.384,38.747314453125,0.0,12.156574,0.09716330252801346
14,Argentina,South America,1990,10254.0,2.86e-09,32618648.0,0.704,71.594,38.48565673828125,0.0,13.675556,0.13767700266632674
15,Argentina,South America,1991,11223.984375,2.81e-09,33079002.0,0.713,71.813,38.2239990234375,0.0,15.585648,0.12889980679797738
16,Argentina,South America,1992,12267.083984375,2.73e-09,33529320.0,0.72,72.032,37.74537913004557,0.002992874,18.199415,0.13445723387195804
17,Argentina,South America,1993,12926.794921875,2.63e-09,33970103.0,0.725,72.246,37.266759236653634,0.029527065,19.951899,0.1524175328092213
18,Argentina,South America,1994,13571.3798828125,2.52e-09,34402669.0,0.728,72.453,36.788139343261705,0.043705951,19.794822,0.16671205097456335
19,Argentina,South America,1995,13086.0361328125,2.4099999999999997e-09,34828168.0,0.731,72.651,39.11345195770263,0.086277081,18.669914,0.15753645319326132
20,Argentina,South America,1996,13715.2265625,2.31e-09,35246376.0,0.738,72.843,41.43876457214356,0.141954704,18.207762,0.1415647296641226
21,Argentina,South America,1997,14722.6455078125,2.21e-09,35657438.0,0.746,73.029,43.76407718658447,0.280339882,19.02222,0.17080694055734136
22,Argentina,South America,1998,15185.958984375,2.12e-09,36063451.0,0.753,73.213,46.0893898010254,0.83076668,19.394094,0.16012071104502665
23,Argentina,South America,1999,14577.83203125,2.04e-09,36467218.0,0.764,73.396,47.976478576660206,3.284481956,19.507594,0.13486969431037532
24,Argentina,South America,2000,14368.9423828125,1.96e-09,36870796.0,0.771,73.576,53.1757392883301,7.038683086,19.800819,0.160312454483295
25,Argentina,South America,2001,13651.9814453125,1.9e-09,37275644.0,0.776,73.755,58.332489013671896,9.780807285,19.289807,0.1982519371654063
26,Argentina,South America,2002,12094.7724609375,1.83e-09,37681743.0,0.769,73.932,62.2330093383789,10.88212438,18.412666,0.19909556420911836
27,Argentina,South America,2003,13088.5654296875,1.77e-09,38087866.0,0.775,74.107,64.807243347168,11.91369655,21.625664,0.18334219717021225
28,Argentina,South America,2004,14183.2255859375,1.7099999999999999e-09,38491970.0,0.78,74.28,65.23638916015629,16.03668411,24.326613,0.15925519469080088
29,Argentina,South America,2005,15344.1572265625,1.65e-09,38892924.0,0.782,74.451,63.785369873046896,17.72058337,24.531572,0.15966466826330344
30,Argentina,South America,2006,16490.47265625,1.61e-09,39289876.0,0.787,74.62,66.8311004638672,20.9272021,25.07924,0.16871472790785738
31,Argentina,South America,2007,17891.943359375,1.57e-09,39684303.0,0.792,74.787,66.3509063720703,25.94663294,26.368084,0.14090333630293855
32,Argentina,South America,2008,18520.3046875,1.5299999999999999e-09,40080159.0,0.795,74.952,68.141357421875,28.11262348,27.623967,0.13760455272195488
33,Argentina,South America,2009,17328.9765625,1.49e-09,40482786.0,0.799,75.116,70.5332870483398,34.0,28.924031,0.15401958592552298
34,Argentina,South America,2010,18979.9921875,1.44e-09,40895751.0,0.813,75.278,73.9392013549805,45.0,29.067071,0.15112508176850153
35,Argentina,South America,2011,20003.0,1.39e-09,41320497.0,0.819,75.439,77.4538879394531,51.0,29.298831,0.14437145479109662
36,Argentina,South America,2012,19599.0,1.33e-09,41755188.0,0.818,75.598,78.9728775024414,55.8,30.635242,0.13480526949450086
37,Argentina,South America,2013,19873.0,1.2700000000000002e-09,42196034.0,0.82,75.756,79.986701965332,59.9,31.17895,0.13969792286524266
38,Argentina,South America,2014,19183.0,1.21e-09,42637508.0,0.82,75.913,82.9173889160156,64.7,31.122972,0.13984902306703248
39,Argentina,South America,2015,19502.0,1.15e-09,43075416.0,0.822,76.068,82.9173889160156,68.04306411,31.453724,0.14388803706801775
40,Argentina,South America,2016,18875.0,1.09e-09,43508459.0,0.822,76.221,82.9173889160156,70.96898082,30.661215,0.1381795756242903
41,Argentina,South America,2017,19200.90625,1.0300000000000002e-09,43937143.0,0.825,76.372,82.9173889160156,74.29490687,30.044023,0.1433917459230233
42,Argentina,South America,2018,18556.3828125,9.8e-10,44361150.0,0.825,76.52,82.9173889160156,74.29490687,28.902277,0.14355614537521078
43,Argentina,South America,2019,18556.3828125,9.300000000000001e-10,44780675.0,0.825,76.667,82.9173889160156,74.29490687,28.645779,0.15606258897795194
44,Australia,Oceania,1985,24927.0,1.13e-09,15663672.0,0.866,75.639,27.7852802276611,0.585094712,29.083713,0.04570937753170081
45,Australia,Oceania,1986,25116.0,1.1000000000000001e-09,15917580.0,0.866,75.868,29.354740142822298,0.585094712,30.194507,0.045100128129094356
46,Australia,Oceania,1987,25971.0,1.06e-09,16183159.0,0.866,76.111,29.4972496032715,0.585094712,30.56652,0.04259082548609435
47,Australia,Oceania,1988,26702.0,1.02e-09,16452258.0,0.866,76.37,31.278869628906303,0.585094712,30.136335,0.04356590869059407
48,Australia,Oceania,1989,27407.0,9.699999999999e-10,16713989.0,0.866,76.646,32.4087982177734,0.585094712,29.130233,0.041462360540962244
49,Australia,Oceania,1990,27373.0,9.2e-10,16960600.0,0.866,76.933,35.084030151367195,0.585094712,28.139961,0.041849751725504904
50,Australia,Oceania,1991,26861.275390625,8.7e-10,17189235.0,0.867,77.223,38.010181427002,1.097203891,27.106287,0.04450759336968011
51,Australia,Oceania,1992,27560.177734375,8.2e-10,17402179.0,0.868,77.505,39.38840866088871,1.768764913,26.836708,0.04444120535423287
52,Australia,Oceania,1993,28622.4765625,7.699999999999999e-10,17603211.0,0.872,77.772,65.060173034668,1.974611016,27.306665,0.04470586896115183
53,Australia,Oceania,1994,29844.171875,7.3e-10,17798526.0,0.875,78.024,66.48654174804689,2.232101254,28.232123,0.04251144731115648
54,Australia,Oceania,1995,30690.0625,7e-10,17993083.0,0.883,78.267,70.2042388916016,2.759654513,29.262711,0.039778236054211456
55,Australia,Oceania,1996,31740.46875,6.8e-10,18189274.0,0.886,78.508,75.1677322387695,3.27524987,29.689317,0.03973129275066864
56,Australia,Oceania,1997,32857.9921875,6.6e-10,18387205.0,0.889,78.759,80.4278182983398,16.36935838,29.476964,0.03886951826655938
57,Australia,Oceania,1998,34337.140625,6.400000000000001e-10,18587027.0,0.892,79.024,68.4736785888672,30.81323944,30.182049,0.03783865701200468
58,Australia,Oceania,1999,35551.01953125,6.3e-10,18788187.0,0.895,79.302,67.2888107299805,40.7837839,30.93633,0.037567312231069995
59,Australia,Oceania,2000,36603.046875,6.2e-10,18991434.0,0.898,79.592,67.03890991210939,46.75611561,31.332086,0.03787878102999458
60,Australia,Oceania,2001,37275.9921875,6.1e-10,19194676.0,0.9,79.886,67.0050506591797,52.68926643,29.979005,0.036863251971598024
61,Australia,Oceania,2002,38567.06640625,6e-10,19401366.0,0.903,80.174,75.7524337768555,55.2669498225,30.586545,0.037336275512443444
62,Australia,Oceania,2003,39523.65625,5.9e-10,19624163.0,0.904,80.451,73.3942565917969,57.844633215,31.167924,0.037984437827154785
63,Australia,Oceania,2004,40887.7265625,5.8e-10,19879654.0,0.907,80.711,71.6984329223633,60.4223166075,31.315542,0.03781619914180556
64,Australia,Oceania,2005,41904.4453125,5.7e-10,20178543.0,0.908,80.952,72.2919235229492,63.0,31.079755,0.04010355076257959
65,Australia,Oceania,2006,42650.984375,5.599999999999999e-10,20526300.0,0.911,81.174,71.4829177856445,66.0,30.792988,0.03917811304160974
66,Australia,Oceania,2007,44033.58203125,5.4e-10,20916339.0,0.915,81.381,72.5199508666992,69.45,30.745855,0.03689415675114732
67,Australia,Oceania,2008,44421.640625,5.2e-10,21332293.0,0.92,81.577,72.9185409545898,71.67,27.392576,0.034365653227500764
68,Australia,Oceania,2009,44686.54296875,5e-10,21750852.0,0.921,81.764,76.7653732299805,74.25,26.317511,0.03653064804635152
69,Australia,Oceania,2010,45400.22265625,4.799999999999e-10,22154687.0,0.923,81.944,80.9170837402344,76.0,26.292409,0.04051357810766334
70,Australia,Oceania,2011,46132.0,4.5e-10,22538002.0,0.925,82.119,83.4707565307617,79.48769771,26.470933,0.05383584717924634
71,Australia,Oceania,2012,46999.0,4.3e-10,22903951.0,0.929,82.291,85.4139175415039,79.0,27.286084,0.05353044410661043
72,Australia,Oceania,2013,47250.0,4.1e-10,23254912.0,0.931,82.46,86.5545501708984,83.45349717,27.637841,0.06174479184233787
73,Australia,Oceania,2014,47867.0,4e-10,23596426.0,0.933,82.627,90.3065032958984,84.0,27.442041,0.05650463870045062
74,Australia,Oceania,2015,48357.0,3.9e-10,23932499.0,0.936,82.794,90.3065032958984,84.56051491,28.24065,0.059135614476840036
75,Australia,Oceania,2016,48845.0,3.8000000000000003e-10,24262710.0,0.938,82.959,90.3065032958984,86.54,28.614112,0.0677778368140588
76,Australia,Oceania,2017,49265.61328125,3.7e-10,24584619.0,0.939,83.122,90.3065032958984,86.54504885,29.182115,0.06352497325509139
77,Australia,Oceania,2018,49830.80078125,3.7e-10,24898153.0,0.939,83.281,90.3065032958984,86.54504885,29.395667,0.0788344228725257
78,Australia,Oceania,2019,49830.80078125,3.599999999999e-10,25203200.0,0.939,83.436,90.3065032958984,86.54504885,29.395667,0.08491170717251202
79,Austria,Europe,1985,23514.0,1.26e-09,7614874.0,0.764,74.139,25.560609817504897,0.130369377,41.209313,0.2782050639317599
80,Austria,Europe,1986,24039.0,1.19e-09,7625395.0,0.7702,74.469,26.7400398254395,0.130369377,41.193857,0.28811679145743035
81,Austria,Europe,1987,24409.0,1.11e-09,7639351.0,0.7764,74.785,27.851110458374,0.130369377,40.804859,0.30802226188222176
82,Austria,Europe,1988,25112.0,1.0499999999999999e-09,7658856.0,0.7826000000000001,75.078,29.4032096862793,0.130369377,39.966991,0.3132257375002931
83,Austria,Europe,1989,26078.0,1e-09,7686564.0,0.7888000000000001,75.348,30.6206893920898,0.130369377,38.952001,0.31002510093870767
84,Austria,Europe,1990,26930.0,9.5e-10,7723954.0,0.795,75.596,32.5722885131836,0.130369377,39.294324,0.27586418159629583
85,Austria,Europe,1991,27689.771484375,9.1e-10,7772698.0,0.8,75.83,34.735408782959,0.259081553,39.754981,0.26299215692470107
86,Austria,Europe,1992,28072.439453125,8.6e-10,7830938.0,0.805,76.063,37.6606903076172,0.642817619,41.289266,0.29655483610711736
87,Austria,Europe,1993,28101.228515625,8e-10,7892089.0,0.807,76.304,39.8263282775879,0.76534273,41.695191,0.30682105753443584
88,Austria,Europe,1994,28780.759765625,7.4e-10,7947215.0,0.813,76.557,42.32712936401371,1.393422968,41.708033,0.299143067177553
89,Austria,Europe,1995,29621.681640625,6.8e-10,7990113.0,0.817,76.823,45.045528411865206,1.890210524,42.618181,0.3010426890807685
90,Austria,Europe,1996,30413.15625,6.3e-10,8017852.0,0.82,77.101,47.56636047363279,6.909162353,44.066954,0.2761348939483103
91,Austria,Europe,1997,31173.048828125,6e-10,8032873.0,0.824,77.386,49.6473007202148,9.533974317,44.802487,0.28596632126958704
92,Austria,Europe,1998,32376.330078125,5.7e-10,8041054.0,0.835,77.672,52.4833908081055,15.42121932,44.772479,0.2905888357671173
93,Austria,Europe,1999,33608.296875,5.599999999999999e-10,8051116.0,0.834,77.957,54.5176086425781,23.0443171,44.425373,0.3084542449059223
94,Austria,Europe,2000,34796.2578125,5.500000000000001e-10,8069276.0,0.838,78.239,56.5725784301758,33.73013295,43.545073,0.31529809327347585
95,Austria,Europe,2001,35272.22265625,5.4e-10,8097755.0,0.849,78.518,56.806041717529205,39.18545018,45.159406,0.2943155677211993
96,Austria,Europe,2002,35823.5859375,5.3e-10,8134403.0,0.838,78.791,46.535160064697294,36.56,43.949748,0.28953746987903317
97,Austria,Europe,2003,36063.12109375,5.2e-10,8175855.0,0.842,79.059,46.42351913452151,42.7,43.636032,0.2389679796269905
98,Austria,Europe,2004,36957.11328125,5.1e-10,8216809.0,0.849,79.318,47.2003898620605,54.28,43.141672,0.2629624535359017
99,Austria,Europe,2005,37642.76171875,4.9e-10,8253656.0,0.855,79.567,47.7822418212891,58.0,41.994343,0.2658286493661799
100,Austria,Europe,2006,38866.84765625,4.799999999999e-10,8285344.0,0.861,79.806,49.413028717040994,63.6,41.327642,0.2717363538733474
101,Austria,Europe,2007,40305.2734375,4.599999999999e-10,8313731.0,0.881,80.032,51.228519439697294,69.37,41.404683,0.29449917099346956
102,Austria,Europe,2008,40964.79296875,4.5e-10,8341525.0,0.884,80.246,56.14997863769529,72.87,42.218333,0.2986621445212588
103,Austria,Europe,2009,39463.65625,4.4000000000000003e-10,8372657.0,0.886,80.444,60.716579437255895,73.45,41.823535,0.32710200159377095
104,Austria,Europe,2010,40288.34765625,4.3e-10,8409945.0,0.895,80.622,68.732177734375,75.17,41.783974,0.30015923186853083
105,Austria,Europe,2011,41446.0,4.199999999999e-10,8453501.0,0.897,80.776,71.0109024047852,78.7399931,41.896941,0.291056113103772
106,Austria,Europe,2012,41565.0,4.1e-10,8502230.0,0.899,80.906,72.31488037109379,80.02999392,42.499275,0.3418599012961445
107,Austria,Europe,2013,41375.0,3.9e-10,8556191.0,0.897,81.013,80.3867874145508,80.6188,43.336042,0.335232131833846
108,Austria,Europe,2014,41338.0,3.8000000000000003e-10,8615205.0,0.901,81.103,79.99864196777341,80.99582496,43.366845,0.348226352699255
109,Austria,Europe,2015,41294.0,3.7e-10,8678667.0,0.903,81.182,81.54051208496091,83.94014193,43.778331,0.3314513413951913
110,Austria,Europe,2016,41445.0,3.599999999999e-10,8747306.0,0.906,81.258,81.54051208496091,84.32374257,42.364082,0.33814404449825053
111,Austria,Europe,2017,42177.37109375,3.599999999999e-10,8819902.0,0.908,81.34,81.54051208496091,87.93558659,42.440022,0.32743645712887515
112,Austria,Europe,2018,42988.0703125,3.5e-10,8891383.0,0.908,81.434,81.54051208496091,87.47913723,42.789843,0.32789616446304454
113,Austria,Europe,2019,42988.0703125,3.5e-10,8955108.0,0.908,81.544,81.54051208496091,87.75220479,43.073051,0.337790216686572
114,Azerbaijan,Asia,1992,5638.998046875,9.57e-09,7471924.0,0.612,64.731,24.2828407287598,0.0,15.579481,0.022691489088187654
115,Azerbaijan,Asia,1993,4315.35693359375,9.58e-09,7581754.0,0.612,64.81,21.4721508026123,0.0,15.579481,0.03634613827571232
116,Azerbaijan,Asia,1994,3453.36376953125,9.529999999999899e-09,7683704.0,0.612,64.991,18.7453498840332,0.001431415,15.579481,0.029830221673048822
117,Azerbaijan,Asia,1995,2999.319091796875,9.4e-09,7775418.0,0.612,65.256,17.8336906433105,0.002055556,15.579481,0.026972943888204478
118,Azerbaijan,Asia,1996,3074.2197265625,9.1799999999999e-09,7855558.0,0.612,65.573,17.566499710083,0.006354585,15.579481,0.03249873352203337
119,Azerbaijan,Asia,1997,3347.612548828125,8.86e-09,7925668.0,0.617,65.899,17.2025508880615,0.025187933,15.579481,0.03781463643604898
120,Azerbaijan,Asia,1998,3550.364013671875,8.45e-09,7989903.0,0.626,66.207,17.489985148111955,0.037485109,14.46256,0.04293878608338856
121,Azerbaijan,Asia,1999,3959.781494140625,7.97e-09,8054126.0,0.633,66.491,17.77741940816241,0.099228942,14.251656,0.03327009873232304
122,Azerbaijan,Asia,2000,4214.888671875,7.46e-09,8122743.0,0.64,66.763,18.064853668212866,0.147757576,14.476473,0.032460484436799386
123,Azerbaijan,Asia,2001,4498.79443359375,6.949999999999999e-09,8197295.0,0.648,67.054,18.352287928263323,0.305564638,14.635064,0.028371595278692312
124,Azerbaijan,Asia,2002,4880.39990234375,6.46e-09,8277065.0,0.657,67.391,18.639722188313776,4.999713678,15.094028,0.04432737114014979
125,Azerbaijan,Asia,2003,5408.52294921875,6e-09,8361433.0,0.666,67.791,18.92715644836424,6.009934237333334,15.377081,0.049785654695027624
126,Azerbaijan,Asia,2004,5971.474609375,5.5899999999999e-09,8448938.0,0.674,68.249,19.21459070841469,7.020154796666667,15.439625,0.04865814052776948
127,Azerbaijan,Asia,2005,7553.62646484375,5.22e-09,8538610.0,0.679,68.747,19.502024968465143,8.030375356,15.188054,0.048716672740603435
128,Azerbaijan,Asia,2006,10160.345703125,4.89e-09,8630153.0,0.704,69.259,19.7894592285156,11.99217733,17.822469,0.041166067610524514
129,Azerbaijan,Asia,2007,12699.498046875,4.5799999999999995e-09,8724237.0,0.709,69.752,19.3645992279053,14.54,19.868834,0.0424570480759651
130,Azerbaijan,Asia,2008,14072.626953125,4.290000000000001e-09,8821869.0,0.719,70.201,19.0478897094727,17.08,18.881229,0.03945410124094
131,Azerbaijan,Asia,2009,15384.29296875,4.01e-09,8924383.0,0.736,70.597,19.057710647583,27.4,15.704174,0.04594268524776633
132,Azerbaijan,Asia,2010,16153.8369140625,3.74e-09,9032465.0,0.74,70.938,19.2600402832031,46.0,13.738373,0.06905857353181653
133,Azerbaijan,Asia,2011,16176.0,3.5e-09,9146277.0,0.741,71.234,19.647310256958,50.0,13.471065,0.04789685979016833
134,Azerbaijan,Asia,2012,16359.0,3.26e-09,9264684.0,0.745,71.506,20.4384593963623,54.2,12.794096,0.03144622328294961
135,Azerbaijan,Asia,2013,17133.0,3.0400000000000003e-09,9385467.0,0.752,71.768,21.4404296875,73.00000137,13.591833,0.026005115441373437
136,Azerbaijan,Asia,2014,17439.0,2.83e-09,9505616.0,0.758,72.022,23.159730911254897,75.00001564,14.998136,0.022648486825015822
137,Azerbaijan,Asia,2015,17460.0,2.63e-09,9622741.0,0.758,72.266,25.4832000732422,77.0,16.506068,0.02570615304256575
138,Azerbaijan,Asia,2016,16645.0,2.4599999999999998e-09,9736041.0,0.757,72.493,25.4832000732422,78.2,17.734712,0.03125367943307295
139,Azerbaijan,Asia,2017,16522.306640625,2.3e-09,9845316.0,0.757,72.693,25.4832000732422,79.0,14.208536,0.028454469086270428
140,Azerbaijan,Asia,2018,16628.0546875,2.16e-09,9949537.0,0.757,72.864,25.4832000732422,79.79999549,14.05259,0.02865811360781954
141,Azerbaijan,Asia,2019,16628.0546875,2.04e-09,10047719.0,0.757,73.005,25.4832000732422,79.79999549,14.256314,0.02492114742197307
142,Bangladesh,Asia,1985,925.0,1.735e-08,90764180.0,0.356,55.21,4.98268985748291,0.0,4.42805,0.0426410811381513
143,Bangladesh,Asia,1986,944.0,1.677e-08,93187593.0,0.3621999999999999,55.772,4.8439002037048295,0.0,4.492809,0.023829868877096923
144,Bangladesh,Asia,1987,960.0,1.61699999999999e-08,95671159.0,0.3684,56.359,4.1908597946167,0.0,4.591932,0.024806936886168366
145,Bangladesh,Asia,1988,964.0,1.557e-08,98186350.0,0.3746,56.958,3.60016989707947,0.0,4.590042,0.0290893580720836
146,Bangladesh,Asia,1989,966.0,1.498e-08,100695496.0,0.3808,57.571,3.56093001365662,0.0,5.158281,0.036797318242648584
147,Bangladesh,Asia,1990,1006.0,1.438e-08,103171957.0,0.387,58.21,4.08800983428955,0.0,4.922511,0.03331970735886617
148,Bangladesh,Asia,1991,1031.429931640625,1.3789999999999899e-08,105599125.0,0.394,58.891,4.240070978800455,0.0,5.084772,0.03273814385833075
149,Bangladesh,Asia,1992,1062.46044921875,1.3190000000000001e-08,107983708.0,0.402,59.618,4.392132123311361,0.0,5.731961,0.028505004663594725
150,Bangladesh,Asia,1993,1095.6563720703125,1.26e-08,110350641.0,0.409,60.388,4.5441932678222665,0.0,6.269894,0.019793516313970045
151,Bangladesh,Asia,1994,1136.41845703125,1.2e-08,112737684.0,0.417,61.19,4.696254412333172,0.0,6.129541,0.025987189448727913
152,Bangladesh,Asia,1995,1182.951416015625,1.1419999999999999e-08,115169933.0,0.425,62.002,4.848315556844078,0.0,6.323642,0.009653269867638736
153,Bangladesh,Asia,1996,1234.0841064453125,1.0840000000000001e-08,117649927.0,0.433,62.798,5.000376701354983,0.000375523,6.218487,0.018316725664831637
154,Bangladesh,Asia,1997,1291.5125732421875,1.027e-08,120160571.0,0.442,63.553,5.152437845865888,0.000751046,6.348555,0.01695954646656558
155,Bangladesh,Asia,1998,1348.14990234375,9.71e-09,122682818.0,0.451,64.25,5.3044989903767945,0.003684813,6.329414,0.01915999303450853
156,Bangladesh,Asia,1999,1412.9813232421875,9.169999999999999e-09,125189655.0,0.46,64.881,5.4565601348877,0.036170407,6.002401,0.018243085186709584
157,Bangladesh,Asia,2000,1485.3092041015625,8.65e-09,127657862.0,0.468,65.447,5.445340156555179,0.071039423,5.758492,0.015299795445733977
158,Bangladesh,Asia,2001,1551.196533203125,8.16e-09,130088709.0,0.477,65.956,6.42691993713379,0.129807974,6.547492,0.0176338822331898
159,Bangladesh,Asia,2002,1621.2669677734375,7.7e-09,132478076.0,0.483,66.43,6.13079023361206,0.139920289,6.634522,0.01280679857294729
160,Bangladesh,Asia,2003,1710.7314453125,7.2699999999999e-09,134791598.0,0.49,66.886,6.177800178527829,0.163877665,6.956829,0.012018786639378515
161,Bangladesh,Asia,2004,1812.624755859375,6.86e-09,136986429.0,0.497,67.331,5.69430017471313,0.199036334,6.9912,0.011560608079103571
162,Bangladesh,Asia,2005,1925.606201171875,6.47e-09,139035505.0,0.505,67.773,6.23527002334595,0.241637326,7.085419,0.010672461880922423
163,Bangladesh,Asia,2006,2057.698486328125,6.11e-09,140921154.0,0.513,68.213,7.121930122375491,1.0,7.043304,0.009835478642813688
164,Bangladesh,Asia,2007,2194.42236328125,5.77e-09,142660381.0,0.52,68.648,7.678040027618411,1.8,6.917259,0.00959448495192921
165,Bangladesh,Asia,2008,2321.050537109375,5.45e-09,144304164.0,0.523,69.072,8.60793018341064,2.5,7.656032,0.011486559233935358
166,Bangladesh,Asia,2009,2448.886962890625,5.15e-09,145924795.0,0.535,69.485,10.520580291748,3.1,7.498114,0.004807491525140591
167,Bangladesh,Asia,2010,2599.20849609375,4.87e-09,147575433.0,0.545,69.881,11.900635242462153,3.7,7.834682,0.008125797816854843
168,Bangladesh,Asia,2011,2772.0,4.6100000000000004e-09,149273134.0,0.557,70.256,13.2806901931763,4.5,8.685923,0.008937906972916928
169,Bangladesh,Asia,2012,2914.0,4.38e-09,151005733.0,0.567,70.606,13.3865604400635,5.0,9.024563,0.007754067658762967
170,Bangladesh,Asia,2013,3057.0,4.16e-09,152761413.0,0.575,70.93,13.41368007659915,6.63,8.962415,0.007403524663996621
171,Bangladesh,Asia,2014,3217.0,3.950000000000001e-09,154517385.0,0.583,71.231,13.4407997131348,13.9,8.63538,0.006063731989178054
172,Bangladesh,Asia,2015,3402.0,3.75e-09,156256287.0,0.592,71.514,13.4407997131348,14.4,8.498351,0.007688275229760223
173,Bangladesh,Asia,2016,3604.0,3.57e-09,157977151.0,0.597,71.785,13.4407997131348,18.02,8.765027,0.007572573524853184
174,Bangladesh,Asia,2017,3837.05029296875,3.3899999999999997e-09,159685421.0,0.608,72.052,13.4407997131348,18.02,8.998818,0.008412491398728114
175,Bangladesh,Asia,2018,4099.2529296875,3.23e-09,161376713.0,0.608,72.32,13.4407997131348,18.02,7.90054,0.00701320164729151
176,Bangladesh,Asia,2019,4099.2529296875,3.0799999999999997e-09,163046173.0,0.608,72.591,13.4407997131348,18.02,7.90054,0.006417846374838749
177,Belarus,Europe,1998,8481.966796875,1.45e-09,9969986.0,0.671,67.436,49.4004096984863,0.073868897,42.857091,0.00030461415273824537
178,Belarus,Europe,1999,8689.712890625,1.3699999999999998e-09,9924440.0,0.676,67.351,52.3047485351563,0.494881245,42.857091,0.00021236094860254076
179,Belarus,Europe,2000,9110.9794921875,1.2700000000000002e-09,9871635.0,0.683,67.364,54.610080718994105,1.860398126,42.857091,0.0002936767999077303
180,Belarus,Europe,2001,9462.3740234375,1.18e-09,9811399.0,0.689,67.458,56.8966484069824,4.300616022,42.857091,0.0003325291366931991
181,Belarus,Europe,2002,9870.30859375,1.08e-09,9745932.0,0.696,67.612,59.36820983886721,8.950971315,42.857091,0.0003101573195929979
182,Belarus,Europe,2003,10492.9873046875,1e-09,9679235.0,0.705,67.809,62.120609283447294,10.76322848625,42.857091,0.0002988743234797087
183,Belarus,Europe,2004,11615.685546875,9.2e-10,9616628.0,0.715,68.044,64.3411178588867,12.5754856575,42.737927,0.0003202334342170679
184,Belarus,Europe,2005,12629.5576171875,8.5e-10,9562083.0,0.725,68.327,67.0785675048828,14.38774282875,43.991425,0.00034743157337165315
185,Belarus,Europe,2006,13792.5537109375,7.8e-10,9516884.0,0.741,68.678,69.4477462768555,16.2,44.0754,0.0003337651125596334
186,Belarus,Europe,2007,14856.9560546875,7.2e-10,9480514.0,0.757,69.107,71.5991668701172,19.7,45.162633,0.0004469933641794598
187,Belarus,Europe,2008,16223.9970703125,6.6e-10,9452855.0,0.774,69.616,71.2441177368164,23.0,47.107249,0.0006409810150762132
188,Belarus,Europe,2009,16088.724609375,6e-10,9433159.0,0.784,70.189,74.4583206176758,27.43,40.078702,0.0009757416977389205
189,Belarus,Europe,2010,17172.4609375,5.500000000000001e-10,9420576.0,0.792,70.806,79.421012878418,31.8,37.616181,0.0011201231441238084
190,Belarus,Europe,2011,17918.0,5.1e-10,9415316.0,0.798,71.443,85.7013931274414,39.64889566,33.278405,0.0012142948106794612
191,Belarus,Europe,2012,18251.0,4.799999999999e-10,9417045.0,0.803,72.07,90.4371337890625,46.91,35.325353,0.0013704671880300215
192,Belarus,Europe,2013,18464.0,4.5e-10,9423502.0,0.804,72.659,91.0297698974609,54.17,35.965946,0.0020393265450432455
193,Belarus,Europe,2014,18822.0,4.3e-10,9431742.0,0.807,73.192,88.8570327758789,59.02,34.739316,0.0018122619603750801
194,Belarus,Europe,2015,18136.0,4e-10,9439424.0,0.805,73.652,87.9407424926758,62.23036091,35.582169,0.0023772479508003463
195,Belarus,Europe,2016,17628.0,3.8000000000000003e-10,9445638.0,0.805,74.031,87.9407424926758,71.11304576,35.748614,0.003145804493558984
196,Belarus,Europe,2017,18113.384765625,3.599999999999e-10,9450233.0,0.808,74.34,87.9407424926758,74.43644541,34.572056,0.006390281865652778
