,Entity,Year,Fossil Fuels (TWh),Wind (TWh – sub method),Low-carbon energy (TWh – sub method),Renewables (TWh – sub method),Nuclear (TWh – sub method),Coal Consumption - TWh,Gas Consumption - TWh,Primary energy consumption (TWh),Hydro (TWh – sub method),Solar (TWh – sub method),Oil Consumption - TWh
309,European Union (27),1994,13645.131,7.318,3120.233,979.107,2141.126,,,16765.351,911.02,0.091,
310,European Union (27),1995,13995.032,9.64,3187.425,985.39,2202.035,,,17182.443,908.23,0.113,
311,European Union (27),1996,14411.886,12.053,3298.354,984.558,2313.797,,,17710.226,903.982,0.13,
312,European Union (27),1997,14275.21,18.405,3363.179,1030.709,2332.469,,,17638.375,929.811,0.158,
313,European Union (27),1998,14425.69,28.576,3396.505,1081.169,2315.335,,,17822.181,960.334,0.22,
314,European Union (27),1999,14294.329,37.092,3443.285,1086.355,2356.93,,,17737.6,954.271,0.223,
315,European Union (27),2000,14323.062,59.543,3545.961,1156.64,2389.321,,,17869.008,989.43,0.325,
316,European Union (27),2001,14543.166,71.36,3675.33,1221.588,2453.742,,,18218.481,1036.942,0.413,
317,European Union (27),2002,14535.495,96.112,3568.451,1093.653,2474.798,,,18103.931,867.512,0.694,
318,European Union (27),2003,14881.795,116.938,3572.604,1100.46,2472.145,,,18454.385,833.712,1.202,
319,European Union (27),2004,14974.552,154.283,3728.947,1214.493,2514.454,,,18703.484,879.773,1.956,
320,European Union (27),2005,15021.007,181.731,3691.695,1226.043,2465.652,,,18712.687,826.927,3.902,
321,European Union (27),2006,15100.531,208.746,3747.364,1302.222,2445.141,,,18847.88,831.274,6.633,
322,European Union (27),2007,14900.368,263.283,3708.946,1391.335,2317.611,,,18609.299,820.888,10.0,
323,European Union (27),2008,14665.062,296.759,3861.428,1524.549,2336.878,,,18526.475,863.82,19.636,
324,European Union (27),2009,13641.981,324.122,3775.747,1610.929,2164.819,,,17417.715,866.099,37.014,
325,European Union (27),2010,14010.973,363.101,4063.23,1835.955,2227.275,,,18074.189,972.213,60.266,
326,European Union (27),2011,13549.531,426.328,3982.765,1811.034,2171.732,,,17532.283,795.936,119.853,
327,European Union (27),2012,13197.181,482.668,4125.13,2033.103,2092.027,,,17322.297,852.466,179.923,
328,European Union (27),2013,12903.104,536.426,4268.312,2203.502,2064.809,,,17171.402,938.95,214.562,
329,European Union (27),2014,12208.109,561.844,4344.887,2276.364,2068.522,,,16552.983,938.869,237.774,
330,European Union (27),2015,12457.457,665.592,4307.471,2316.452,1991.019,,,16764.915,844.075,253.946,
331,European Union (27),2016,12680.054,670.959,4272.916,2341.065,1931.851,,,16952.957,861.75,252.605,
332,European Union (27),2017,12918.211,780.725,4249.805,2350.583,1899.222,,,17168.002,728.226,268.418,
333,European Union (27),2018,12748.915,796.563,4414.034,2519.719,1894.314,,,17162.934,852.12,285.366,
334,European Union (27),2019,12382.04,902.612,4489.886,2594.298,1895.588,,,16871.912,785.286,310.145,
335,European Union (27),2020,11005.71,973.729,4476.389,2779.19,1697.2,,,15482.087,843.781,360.546,
336,Middle Africa,1965,26.024,0.0,10.931,10.931,0.0,2.116304722222222,0.10775,36.955,10.931,0.0,23.800353055555554
337,Middle Africa,1966,26.713,0.0,11.369,11.369,0.0,2.335497777777778,0.10775,38.082,11.369,0.0,24.26961916666667
338,Middle Africa,1967,27.236,0.0,10.683,10.683,0.0,2.2288069444444445,0.1652499999999999,37.919,10.683,0.0,24.84145722222222
339,Middle Africa,1968,28.2,0.0,11.144,11.144,0.0,2.4406872222222225,0.24375,39.345,11.144,0.0,25.515707222222225
340,Middle Africa,1969,29.199,0.0,12.111,12.111,0.0,2.621469444444444,0.2342499999999999,41.31,12.111,0.0,26.34278222222222
341,Middle Africa,1970,29.814,0.0,13.514,13.514,0.0,2.493826666666666,0.57075,43.328,13.514,0.0,26.749119166666667
342,Middle Africa,1971,35.36,0.0,14.417,14.417,0.0,2.585668333333333,1.3055,49.777,14.417,0.0,31.46867333333333
343,Middle Africa,1972,36.906,0.0,14.75,14.75,0.0,2.4599505555555554,1.5371666666666666,51.656,14.75,0.0,32.908701666666666
344,Middle Africa,1973,41.641,0.0,15.989,15.989,0.0,2.497005,5.2085,57.629,15.989,0.0,33.93510027777778
345,Middle Africa,1974,43.952,0.0,15.697,15.697,0.0,2.4504875,5.967666666666666,59.649,15.697,0.0,35.533699166666665
346,Middle Africa,1975,38.843,0.0,17.242,17.242,0.0,2.396268333333333,2.26975,56.084,17.242,0.0,34.17673722222222
347,Middle Africa,1976,38.813,0.0,16.597,16.597,0.0,2.5765800000000003,0.6985,55.41,16.597,0.0,35.53776638888888
348,Middle Africa,1977,41.406,0.0,17.033,17.033,0.0,2.605806111111112,1.095,58.44,17.033,0.0,37.70551
349,Middle Africa,1978,47.905,0.0,17.114,17.114,0.0,2.439194722222222,1.12175,65.019,17.114,0.0,44.343806666666666
350,Middle Africa,1979,48.526,0.0,17.497,17.497,0.0,2.1879519444444444,1.04575,66.023,17.497,0.0,45.29247805555555
351,Middle Africa,1980,50.08,0.0,18.442,18.442,0.0,2.439194722222222,2.61575,68.522,18.442,0.0,45.02516416666667
352,Middle Africa,1981,52.999,0.0,19.478,19.478,0.0,2.481237222222222,3.06325,72.477,19.478,0.0,47.45470111111111
353,Middle Africa,1982,49.865,0.0,20.278,20.278,0.0,2.3938727777777777,3.50025,70.143,20.278,0.0,43.97100722222222
354,Middle Africa,1983,56.279,0.0,21.414,21.414,0.0,2.346701388888889,3.75725,77.693,21.414,0.0,50.17531055555556
355,Middle Africa,1984,51.48,0.0,22.403,22.403,0.0,2.3930586111111114,3.6145,73.882,22.403,0.0,45.4721125
356,Middle Africa,1985,57.377,0.0,25.403,25.403,0.0,2.3862666666666668,4.1035,82.779,25.403,0.0,50.886715
357,Middle Africa,1986,55.996,0.0,26.217,26.217,0.0,2.429972222222222,4.678,82.212,26.217,0.0,48.88776388888889
358,Middle Africa,1987,57.876,0.0,26.261,26.261,0.0,2.4647808333333336,5.3965000000000005,84.137,26.261,0.0,50.01494916666667
359,Middle Africa,1988,61.791,0.0,26.678,26.678,0.0,2.4874591666666666,6.456,88.469,26.678,0.0,52.84775083333333
360,Middle Africa,1989,61.325,0.0,31.794,31.794,0.0,2.5553202777777777,4.97225,93.12,31.794,0.0,53.79773138888888
361,Middle Africa,1990,57.609,0.0,28.586,28.586,0.0,2.580347222222222,6.164999999999999,86.195,28.578,0.0,48.86364
362,Middle Africa,1991,53.111,0.0,27.733,27.733,0.0,1.425e-06,6.566000000000001,80.844,27.711,0.0,46.545096944444445
363,Middle Africa,1992,52.799,0.0,30.081,30.081,0.0,0.0001769444444444,6.41175,82.879,30.058,0.0,46.386970833333336
364,Middle Africa,1993,54.406,0.0,28.392,28.392,0.0,3.58333333333e-05,6.366750000000001,82.798,28.369,0.0,48.03917916666666
365,Middle Africa,1994,53.267,0.0,27.058,27.058,0.0,5e-06,5.93475,80.326,27.033,0.0,47.33258611111111
366,Middle Africa,1995,52.575,0.0,30.111,30.111,0.0,0.0,6.62725,82.686,30.086,0.0,45.94791861111111
367,Middle Africa,1996,52.699,0.0,30.206,30.206,0.0,0.0001447222222222,6.541,82.904,30.186,0.0,46.15734222222222
368,Middle Africa,1997,54.39,0.0,28.181,28.181,0.0,0.00055,6.67525,82.57,28.161,0.0,47.71375055555555
369,Middle Africa,1998,51.944,0.0,27.589,27.589,0.0,1.925e-05,6.900339999999999,79.533,27.569,0.0,45.04378361111111
370,Middle Africa,1999,54.391,0.0,28.711,28.711,0.0,0.0002972222222222,6.69325,83.102,28.692,0.0,47.69716805555555
371,Middle Africa,2000,59.22,0.0,31.574,31.574,0.0,1.9e-05,6.985,90.795,31.555,0.0,52.23539666666666
372,Middle Africa,2001,61.96,0.0,32.095,32.095,0.0,0.0002047222222222,6.47675,94.055,32.076,0.0,55.48289944444444
373,Middle Africa,2002,65.484,0.0,32.104,32.104,0.0,0.0012388888888888,8.172749444444444,97.588,32.084,0.001,57.310134722222216
374,Middle Africa,2003,71.403,0.0,33.026,33.026,0.0,0.0007472222222222,8.695,104.428,33.005,0.002,62.70673388888889
375,Middle Africa,2004,87.9,0.0,37.858,37.858,0.0,0.0039166666666666,21.5429375,125.758,37.836,0.002,66.35309222222223
376,Middle Africa,2005,82.917,0.0,38.91,38.91,0.0,0.0008972222222222,20.8574125,121.827,38.885,0.003,62.05840305555556
377,Middle Africa,2006,92.865,0.0,43.558,43.558,0.0,0.0007444444444444,21.24032,136.422,41.816,0.004,71.62387444444444
378,Middle Africa,2007,100.978,0.0,40.403,40.403,0.0,0.0013555555555555,19.9216075,141.381,40.168,0.012,81.05469333333332
379,Middle Africa,2008,113.445,0.0,42.988,42.988,0.0,0.0021555555555555,20.63925,156.432,42.743,0.021,92.80303666666669
380,Middle Africa,2009,121.986,0.0,42.524,42.524,0.0,0.0021861111111111,18.1715,164.51,42.29,0.027,103.81235555555556
381,Middle Africa,2010,142.046,0.0,44.068,44.068,0.0,0.0030833333333333,28.65475,186.114,43.858,0.035,113.3884436111111
382,Middle Africa,2011,150.294,0.0,44.58,44.58,0.0,0.0020333333333333,29.8185,194.874,44.356,0.043,120.47369222222224
383,Middle Africa,2012,164.654,0.0,43.833,43.833,0.0,0.0464938888888888,36.834,208.487,43.593,0.052,127.77361833333332
384,Middle Africa,2013,183.936,0.0,49.847,49.847,0.0,0.0028888888888888,40.55848916666667,233.782,49.587,0.06,143.37461472222222
385,Middle Africa,2014,194.185,0.0,52.229,52.229,0.0,0.0380266666666666,39.77898,246.415,51.949,0.072,154.36823555555554
386,Middle Africa,2015,194.921,0.0,52.625,52.625,0.0,7.38888888888e-05,43.27722444444444,247.545,52.428,0.083,151.64307277777775
387,Middle Africa,2016,201.922,0.022,54.292,54.292,0.0,0.0007527777777777,55.27406027777778,256.214,54.052,0.097,146.64705055555552
388,Middle Africa,2017,193.252,0.022,61.828,61.828,0.0,1.0173083333333333,54.542586666666665,255.08,61.57,0.113,137.6922413888889
389,Middle Africa,2018,194.062,0.022,66.933,66.933,0.0,1.1802280555555555,54.344321666666666,260.994,66.615,0.17,138.5370863888889
390,Middle Africa,2019,175.968,0.022,72.16,72.16,0.0,0.3153477777777778,43.04020861111111,248.127,71.843,0.169,132.61228444444444
391,Middle Africa,2020,160.237,0.022,75.501,75.501,0.0,0.1511358333333333,44.39113472222222,235.738,75.185,0.169,115.6946422222222
392,Middle East,1965,549.233,0.0,6.516,6.516,0.0,2.529708611111112,37.87227833333333,555.748,6.516,0.0,508.8301688888889
393,Middle East,1966,572.037,0.0,7.073,7.073,0.0,2.7708069444444443,46.17654861111111,579.109,7.073,0.0,523.0893219444444
394,Middle East,1967,597.661,0.0,7.858,7.858,0.0,3.0530447222222223,54.85932388888889,605.518,7.858,0.0,539.7481538888889
395,Middle East,1968,632.166,0.0,8.559,8.559,0.0,3.3570652777777776,71.13590611111111,640.724,8.559,0.0,557.6723219444444
396,Middle East,1969,664.385,0.0,9.433,9.433,0.0,3.702176388888889,85.00629305555555,673.817,9.433,0.0,575.6756052777778
397,Middle East,1970,700.117,0.0,9.943,9.943,0.0,4.072418888888889,94.02917416666666,710.06,9.943,0.0,602.0145725
398,Middle East,1971,741.502,0.0,10.43,10.43,0.0,2.898545,105.18843638888887,751.932,10.43,0.0,633.4148169444445
399,Middle East,1972,804.915,0.0,12.692,12.692,0.0,4.464373333333333,118.74365333333334,817.607,12.692,0.0,681.7064066666667
400,Middle East,1973,885.459,0.0,10.418,10.418,0.0,7.541985277777778,143.79762611111113,895.876,10.418,0.0,734.1185902777778
401,Middle East,1974,941.48,0.0,13.378,13.378,0.0,8.19432361111111,151.48757722222223,954.857,13.378,0.0,781.7977566666666
402,Middle East,1975,937.513,0.0,15.112,15.112,0.0,15.095484166666669,170.4241677777778,952.624,15.112,0.0,751.9924019444445
403,Middle East,1976,1061.487,0.0,17.57,17.57,0.0,14.882352777777776,183.55867333333333,1079.056,17.57,0.0,863.0452991666667
404,Middle East,1977,1207.515,0.0,19.717,19.717,0.0,15.054686111111112,214.05447,1227.231,19.717,0.0,978.4045547222222
405,Middle East,1978,1259.824,0.0,27.256,27.256,0.0,9.252351111111112,233.8802513888889,1287.08,27.256,0.0,1016.6907852777778
406,Middle East,1979,1485.876,0.0,26.711,26.711,0.0,13.287019166666663,316.76945111111115,1512.585,26.711,0.0,1155.81786
407,Middle East,1980,1431.942,0.0,26.896,26.896,0.0,14.000310277777778,317.02030527777777,1458.837,26.896,0.0,1100.9200644444445
408,Middle East,1981,1563.43,0.0,28.373,28.373,0.0,11.741648055555556,343.4553772222222,1591.802,28.373,0.0,1208.2318577777778
409,Middle East,1982,1728.776,0.0,29.461,29.461,0.0,22.221580555555555,383.9818722222222,1758.235,29.461,0.0,1322.5709777777777
410,Middle East,1983,1895.048,0.0,28.391,28.391,0.0,27.00915138888889,392.840265,1923.437,28.391,0.0,1475.196583611111
411,Middle East,1984,2145.596,0.0,28.815,28.815,0.0,31.15692111111111,504.4726238888889,2174.409,28.815,0.0,1609.9644533333333
412,Middle East,1985,2276.239,0.0,28.994,28.994,0.0,32.740938888888884,544.3922113888889,2305.231,28.994,0.0,1699.1037219444445
413,Middle East,1986,2377.392,0.0,30.775,30.775,0.0,34.935961666666664,659.0478733333333,2408.165,30.775,0.0,1683.4066158333333
414,Middle East,1987,2536.844,0.0,38.653,38.653,0.0,36.30192861111111,722.6739819444444,2575.495,38.653,0.0,1777.8661091666663
415,Middle East,1988,2683.108,0.0,39.719,39.719,0.0,35.59142861111111,804.0419130555555,2722.826,39.719,0.0,1843.4729036111112
416,Middle East,1989,2830.655,0.0,35.067,35.067,0.0,34.554590833333336,906.9268044444444,2865.719,35.067,0.0,1889.1710813888888
417,Middle East,1990,2940.087,0.003,42.429,42.429,0.0,35.82640111111111,956.8126855555556,2982.513,42.426,0.0,1947.445591111111
418,Middle East,1991,3072.904,0.003,30.584,30.584,0.0,41.656124722222216,1001.003045,3103.486,30.581,0.0,2030.2427438888888
419,Middle East,1992,3342.659,0.003,49.522,49.522,0.0,47.13853,1144.0255605555556,3392.179,49.52,0.0,2151.492546111111
420,Middle East,1993,3434.142,0.003,55.688,55.688,0.0,55.137725277777776,1071.7473547222223,3489.827,55.685,0.0,2307.254123611111
421,Middle East,1994,3841.657,0.003,45.974,45.974,0.0,57.68892361111111,1239.8631177777777,3887.629,45.972,0.0,2544.1022352777777
422,Middle East,1995,3958.618,0.003,51.816,51.816,0.0,61.44041194444444,1363.4527325,4010.43,51.813,0.0,2533.7212458333333
423,Middle East,1996,4092.977,0.003,51.943,51.943,0.0,72.34611472222221,1421.7241433333334,4144.916,51.94,0.0,2598.9032369444444
424,Middle East,1997,4297.342,0.008,44.25,44.25,0.0,77.7435213888889,1502.8631719444445,4341.588,44.242,0.0,2716.7314152777776
425,Middle East,1998,4373.064,0.008,47.815,47.815,0.0,84.52491916666666,1621.9945494444444,4420.876,47.807,0.0,2666.541096944444
426,Middle East,1999,4481.654,0.106,32.886,32.886,0.0,82.57795916666667,1730.271635,4514.537,32.781,0.0,2668.8012266666665
427,Middle East,2000,4717.79,0.11,29.902,29.902,0.0,89.48390666666667,1833.0189044444444,4747.688,29.784,0.0,2795.283711111111
428,Middle East,2001,4962.974,0.129,32.205,32.205,0.0,100.7157775,1948.442054722222,4995.175,32.062,0.0,2913.8124138888884
429,Middle East,2002,5232.055,0.121,46.425,46.425,0.0,105.65841472222225,2146.132416944444,5278.476,46.13,0.0,2980.2600944444443
430,Middle East,2003,5459.953,0.116,50.657,50.657,0.0,110.2863075,2253.468508333333,5510.605,50.359,0.0,3096.193388888889
431,Middle East,2004,5896.961,0.166,62.838,62.838,0.0,112.06979638888888,2483.8820025,5959.794,62.484,0.0,3301.0045111111112
432,Middle East,2005,6218.003,0.231,64.765,64.765,0.0,114.04931138888888,2662.957430555556,6282.762,64.337,0.0,3440.990863888889
433,Middle East,2006,6533.09,0.373,76.012,76.012,0.0,113.90840055555554,2818.763961111111,6609.096,75.522,0.0,3600.412333333333
434,Middle East,2007,6898.373,0.412,71.465,71.465,0.0,115.3971377777778,3059.64145,6969.832,70.937,0.0,3723.3293666666655
435,Middle East,2008,7432.512,0.555,36.84,36.84,0.0,112.2269725,3371.095061111111,7469.346,36.139,0.009,3949.1841777777777
436,Middle East,2009,7619.569,0.631,32.741,32.741,0.0,111.46787388888887,3468.6304305555554,7652.304,31.787,0.09,4039.464813888888
437,Middle East,2010,8101.328,0.579,46.499,46.499,0.0,116.80733583333334,3804.98495,8147.821,45.343,0.255,4179.529344444444
438,Middle East,2011,8459.885,0.585,49.457,49.18,0.277,119.33917805555556,3982.178144444445,8509.336,47.309,0.587,4358.361352777778
439,Middle East,2012,8783.064,0.558,61.239,57.5,3.739,138.67576027777778,4110.279166666666,8844.297,55.14,1.11,4534.102522222222
440,Middle East,2013,9004.607,0.584,74.003,63.109,10.895,130.07761861111112,4233.52865,9078.603,60.191,1.77,4640.993177777777
441,Middle East,2014,9332.004,0.553,65.774,55.417,10.357,130.53579305555556,4474.280925,9397.771,50.754,3.326,4727.180033333333
442,Middle East,2015,9615.944,0.966,57.523,48.68,8.842,122.23639222222222,4792.350352777778,9673.459,42.418,4.652,4701.34973611111
443,Middle East,2016,9873.811,1.705,76.58,60.298,16.281,112.686745,5009.470247222223,9950.383,50.663,7.033,4751.646227777777
444,Middle East,2017,10002.541,1.988,81.589,64.195,17.394,111.06250194444443,5166.841575,10084.123,51.537,9.771,4724.629363888888
445,Middle East,2018,10057.438,3.325,71.975,54.862,17.113,106.30622305555556,5302.634811111111,10129.405,35.624,15.012,4648.488561111111
446,Middle East,2019,10287.197,3.843,132.18,116.305,15.874,110.85038555555556,5444.612277777777,10419.368,82.157,29.416,4731.725875
447,Middle East,2020,9995.102,4.698,128.312,108.694,19.618,106.79723111111112,5523.133355555555,10123.406,62.749,40.377,4365.163677777778
448,Non-OECD,1965,12103.087,0.0,576.013,570.845,5.168,5976.657602777777,1578.4723563888888,12688.119,570.845,0.0,4547.946958333334
449,Non-OECD,1966,12859.931,0.0,630.771,625.005,5.766,6205.591319444445,1755.4547355555555,13499.902,625.005,0.0,4898.874827777778
450,Non-OECD,1967,13300.505,0.0,636.449,630.083,6.366,6131.515736111111,1938.046776111111,13946.327,630.083,0.0,5230.931855555556
451,Non-OECD,1968,13861.295,0.0,727.407,718.654,8.754,6150.3421194444445,2099.287221111111,14598.244,718.654,0.0,5611.654147222222
452,Non-OECD,1969,14803.642,0.0,799.832,787.586,12.246,6515.7912027777775,2277.489431111111,15613.185,787.586,0.0,6010.349152777778
453,Non-OECD,1970,15999.278,0.0,885.377,869.428,15.949,6926.31838611111,2487.68804,16895.681,867.866,0.0,6585.259116666666
454,Non-OECD,1971,17188.441,0.0,937.34,919.423,17.917,7355.540344444444,2712.799723055555,18137.416,913.195,0.0,7120.086730555556
455,Non-OECD,1972,18221.063,0.0,1001.546,970.898,30.648,7618.439755555555,2868.5845750000003,19235.541,964.679,0.0,7734.024336111111
456,Non-OECD,1973,19348.579,0.0,1062.7,1016.34,46.36,7738.448516666666,3163.014244444445,20423.85,1009.716,0.0,8447.10121111111
457,Non-OECD,1974,20184.762,0.0,1193.039,1121.429,71.61,7831.772649999999,3375.4201583333333,21389.951,1114.464,0.0,8977.552755555555
458,Non-OECD,1975,21364.447,0.0,1269.22,1167.929,101.291,8352.205177777778,3691.608030555556,22645.129,1160.162,0.0,9320.616905555557
459,Non-OECD,1976,22470.413,0.0,1390.374,1254.527,135.847,8483.522986111111,4085.946,23872.638,1245.464,0.0,9900.926358333332
460,Non-OECD,1977,23830.383,0.0,1539.391,1370.42,168.971,8903.101569444445,4439.159161111112,25385.61,1360.443,0.0,10488.10282777778
461,Non-OECD,1978,25122.505,0.0,1697.743,1513.383,184.36,9192.64353611111,4766.957069444445,26841.198,1502.342,0.0,11162.88388888889
462,Non-OECD,1979,26271.938,0.0,1827.059,1612.563,214.496,9468.685608333331,5173.082144444444,28124.976,1598.951,0.0,11630.149702777777
463,Non-OECD,1980,26815.408,0.0,1997.014,1738.25,258.765,9581.239741666666,5366.267247222222,28842.258,1720.714,0.0,11867.879513888887
464,Non-OECD,1981,27417.848,0.0,2114.878,1802.053,312.824,9751.693591666666,5681.652669444444,29559.999,1777.943,0.0,11984.479358333334
465,Non-OECD,1982,28338.812,0.0,2171.347,1807.882,363.465,10128.732183333332,6131.9877166666665,30545.357,1782.075,0.0,12078.069041666666
466,Non-OECD,1983,29296.22,0.0,2310.649,1884.849,425.8,10564.240944444444,6540.407727777777,31651.353,1854.103,0.0,12191.547716666666
467,Non-OECD,1984,30559.857,0.0,2609.669,2053.773,555.895,11031.775366666663,7147.304055555555,33223.212,2022.364,0.0,12380.753344444443
468,Non-OECD,1985,31347.996,0.0,2783.207,2163.314,619.893,11511.157819444445,7436.108447222222,34194.752,2130.504,0.0,12400.70506111111
469,Non-OECD,1986,32523.816,0.0,2848.986,2254.769,594.217,11937.139530555556,7867.902555555555,35452.451,2221.361,0.0,12718.748227777778
470,Non-OECD,1987,33919.626,0.0,3015.282,2324.313,690.969,12558.206055555554,8255.26756111111,37016.014,2291.501,0.0,13106.124938888888
471,Non-OECD,1988,35298.734,0.0,3257.068,2463.695,793.372,13061.11661111111,8765.169102777778,38641.333,2430.351,0.0,13472.419977777778
472,Non-OECD,1989,36073.749,0.0,3287.493,2526.735,760.759,13215.77035,9081.530191666669,39452.514,2490.368,0.0,13776.419141666667
473,Non-OECD,1990,36799.916,0.095,3450.369,2709.211,741.158,13240.274863888888,9497.203275,40250.253,2581.736,0.006,14062.408194444444
474,Non-OECD,1991,36926.185,0.342,3558.905,2813.617,745.289,13257.651305555555,9626.446405555556,40485.058,2682.635,0.006,14042.057336111113
475,Non-OECD,1992,37028.271,0.613,3582.731,2848.507,734.225,13466.478525,9515.76998611111,40610.97,2717.56,0.008,14045.993125
476,Non-OECD,1993,36794.516,0.867,3745.214,3003.861,741.353,13658.88296111111,9358.338544444445,40539.698,2873.074,0.011,13777.264702777777
477,Non-OECD,1994,36945.556,1.639,3886.709,3176.904,709.805,13757.259391666666,9223.17038888889,40832.233,3035.018,0.014,13965.096702777775
478,Non-OECD,1995,37424.761,3.134,4041.886,3306.135,735.751,13872.014869444443,9340.358722222223,41466.614,3149.347,0.022,14212.357397222222
479,Non-OECD,1996,38243.783,2.846,4123.728,3309.843,813.885,14114.35661111111,9781.363380555556,42367.478,3147.079,0.042,14348.0329
480,Non-OECD,1997,38575.828,3.624,4204.942,3377.229,827.713,13964.954719444444,9522.170055555556,42780.736,3206.562,0.047,15088.672519444444
481,Non-OECD,1998,38844.904,4.35,4338.538,3533.401,805.138,13866.16953888889,9840.120677777775,43183.408,3356.413,0.056,15138.58298888889
482,Non-OECD,1999,39744.159,5.941,4418.398,3565.283,853.115,14097.731588888888,10129.767269444445,44162.522,3372.816,0.064,15516.628783333332
483,Non-OECD,2000,41002.59,7.388,4605.208,3686.091,919.117,14521.001275,10520.006677777776,45607.762,3491.111,0.124,15961.549352777776
484,Non-OECD,2001,42429.973,9.97,4712.121,3757.03,955.091,15103.586088888887,10956.262377777775,47142.057,3561.108,0.178,16370.090858333331
485,Non-OECD,2002,44172.266,10.714,4828.813,3827.423,1001.39,16030.481458333334,11357.531888888889,49001.04,3606.431,0.243,16784.21721111111
486,Non-OECD,2003,47533.231,12.745,4936.464,3869.062,1067.402,18265.925325,11867.261638888887,52469.654,3638.326,0.314,17400.006447222222
487,Non-OECD,2004,51640.348,21.385,5402.781,4312.484,1090.297,20398.88363888889,12627.573644444445,57043.083,4055.371,0.375,18613.848919444445
488,Non-OECD,2005,55009.076,25.472,5625.467,4532.11,1093.358,22802.962991666667,13212.450544444446,60634.495,4253.318,0.44,18993.61870555556
489,Non-OECD,2006,58198.744,40.623,5895.723,4770.927,1124.796,24591.281966666666,13899.063933333333,64094.416,4461.112,0.575,19708.35124444444
490,Non-OECD,2007,61588.52,53.457,6186.488,5040.994,1145.494,26539.277155555552,14521.397722222222,67774.955,4664.852,0.827,20527.7963
491,Non-OECD,2008,63374.252,83.173,6609.315,5440.056,1169.259,27326.21543611111,15001.27661111111,69983.512,4961.224,1.065,21046.70963888889
492,Non-OECD,2009,64425.167,128.428,6697.365,5540.588,1156.777,28119.59586111111,14842.175794444443,71122.475,4961.426,1.622,21463.34355833333
493,Non-OECD,2010,68082.669,200.6,7247.526,6032.016,1215.511,29226.99080555556,16071.398383333331,75330.135,5312.108,3.478,22784.225494444443
494,Non-OECD,2011,71960.629,282.655,7457.227,6176.141,1281.086,31487.971944444445,16881.935163888887,79417.793,5350.306,12.122,23590.66476666667
495,Non-OECD,2012,74006.228,378.739,7965.79,6655.532,1310.258,32164.29219444444,17369.12783611111,81971.953,5687.649,23.833,24472.74908611111
496,Non-OECD,2013,75597.576,490.658,8482.391,7164.902,1317.49,32871.879499999995,17580.729783333332,84079.9,5982.476,45.98,25144.906583333333
497,Non-OECD,2014,77015.795,577.178,9069.849,7662.839,1407.01,33210.32119444444,18088.877394444444,86085.575,6251.231,97.232,25716.534891666663
498,Non-OECD,2015,77879.172,688.062,9388.884,7868.82,1520.064,32888.96094444444,18544.99156111111,87267.986,6230.452,154.076,26445.156791666665
499,Non-OECD,2016,79005.35,890.911,10044.628,8433.44,1611.189,32957.102666666666,19010.23421111111,89049.907,6461.789,248.835,27037.949708333334
500,Non-OECD,2017,80597.017,1104.686,10664.07,8970.454,1693.616,33263.37725,19749.73282777777,91261.015,6553.477,419.057,27583.84273611111
501,Non-OECD,2018,82795.292,1304.366,11450.1,9634.403,1815.697,34148.13213888889,20740.34402222222,94245.317,6699.46,624.233,27906.750027777776
502,Non-OECD,2019,84115.075,1454.366,12283.8,10297.95,1985.85,34816.948333333334,21039.674508333334,96398.797,6892.99,815.092,28258.384472222224
503,Non-OECD,2020,81532.352,1624.033,12779.703,10748.316,2031.387,34434.295277777775,20650.97818055556,94311.98,6950.147,986.897,26447.012925
504,OECD,1965,28318.487,0.0,2109.331,2043.555,65.775,10163.520683333332,4725.326572222222,30427.793,1993.596,0.0,13429.616911111112
505,OECD,1966,29667.395,0.0,2252.721,2162.839,89.882,10118.502530555555,5113.339791666666,31920.09,2107.822,0.0,14435.528533333332
506,OECD,1967,30853.435,0.0,2326.707,2219.167,107.539,9929.293994444444,5435.992597222222,33180.115,2163.649,0.0,15488.123269444444
507,OECD,1968,32959.36,0.0,2421.268,2285.263,136.005,10150.804558333331,5945.044275,35380.6,2223.818,0.0,16863.484919444443
508,OECD,1969,35160.999,0.0,2552.35,2392.975,159.375,10282.944636111111,6555.928636111111,37713.319,2328.37,0.0,18322.098069444444
509,OECD,1970,37158.56,0.0,2668.002,2464.855,203.148,10132.289738888889,7127.103697222222,39826.531,2395.046,0.0,19899.137227777777
510,OECD,1971,38047.356,0.0,2853.352,2566.535,286.817,9610.418913888889,7579.392938888889,40900.676,2495.322,0.0,20857.51412777778
511,OECD,1972,39905.214,0.0,3072.576,2680.514,392.062,9540.196980555556,7992.774530555555,42977.756,2603.742,0.0,22372.21065833333
512,OECD,1973,42217.69,0.0,3212.292,2692.258,520.034,9929.401027777778,8213.705641666667,45429.946,2609.758,0.0,24074.549691666667
513,OECD,1974,41215.461,0.0,3617.587,2948.641,668.946,9850.278566666666,8280.854408333333,44833.012,2861.275,0.0,23084.295166666667
514,OECD,1975,40029.179,0.0,3878.622,2952.556,926.065,9672.332588888888,7969.498433333333,43907.766,2864.535,0.0,22387.31633333333
515,OECD,1976,42325.584,0.0,3927.039,2861.02,1066.019,10204.962022222222,8269.170900000001,46252.586,2763.246,0.0,23851.416825
516,OECD,1977,43092.106,0.0,4212.786,2885.79,1326.996,10338.192094444445,8321.546997222222,47304.854,2783.093,0.0,24432.332325
